PairID,Text1,Text1 Translation,Text2,Text2 Translation,Score
ARQ-train-0562,كل يوم نتكونكتاو تقريب ساعة ونهدرو مع بعضنا,We talk to each other for about an hour every day and spend time with each other, مارانيش حابة نكتر عليها بزاف باش ما تتقلقش, I don't want to talk about her too much so she doesn't worry,0.59
ARQ-train-0563,راني خايفة  ما يبانش ڤاع,I'm afraid he won't show up, راه مشوكي دوك سور كاينة حاجة, Mashuki saw that there was something wrong with him,0.41
ARQ-train-0564,شكون,Who?, غوالمي, Gwalmi,0.28
ARQ-train-0565,يخي حطها مع أنيس,Please put it with Anis, و أنيس من ساكا, And Anis from Saka,0.53
ARQ-train-0566,و تكون كاينة الهدرة بزاف,And it is very wasteful, عندنا البرق راه داير حالة," We have lightning, there is a situation",0.19
ARQ-train-0567,روحي اكتبي شوية خليني,"Go write a little, let me", ما صليتش لعصر نتوضا, I didn't pray for an afternoon to get up,0.44
ARQ-train-0568,تهدني تهدني,"Guide me, guide me", يما يما, Yuma Yuma,0.22
ARQ-train-0569,ما تلوميهش أ مرا ما تلوميهمش الناس دوناتير تخاف,"Don't blame them, don't blame them, people don't fear", كيفماه ما لومهمش حتى الناس دوناتير عندها الكوراج," Anyway, I don't blame them, even people have donuts",0.81
ARQ-train-0570,قانون حسبت يديروه غير تاع الأدب,I thought they were running a law other than literature, لالا هو ما داروش في لافاك," No, he didn't go to Lavak",0.56
ARQ-train-0571,لا لا وش درت مكاين حتشي,"No, no, I didn't know what to do", شوفي درك كي نفرغ أني نعيط لك," Look, let's finish, I'm crying for you",0.47
ARQ-train-0572,وعلاش كريمة ما عحبكش الموضوع,Why didn't Karima like the topic?, أنا ما لڨيت ما نڨول, I didn't know what to say,0.59
ARQ-train-0573,او ﭬﺎعد ﻳﭭﻠﻬﻢ حرام عليكم أني باباكم,"Or if he continues to visit them, it is forbidden for you that I am your father.", باه ﺗڤولي لي ما دارش فيهم أو دار, You tell me that I haven't been to them or gone home,0.53
ARQ-train-0574,وش راح اديري وحدة وحدة برك,What will I manage one pool by one?, و ماماك مرتاحة يخي ارتاحت شوية," And your mother is comfortable, brother, she has been relieved a little",0.53
ARQ-train-0575,يجي نهار و الوالدين ما يكونوش معانا,The day comes and the parents are not with us, لازم تتكلي على روحك و تستحفظي على روحك, You must rely on your soul and protect your soul,0.59
ARQ-train-0576,تطلعي سوسن,"Look, Sawsan", نطلع ايه, What do we get?,0.84
ARQ-train-0577,هدا راه فن كمال لازم نقراوه,This is a perfect art that we must read, نحب الأمتال بزوج كلمات تخبط ابن آدم, We love words with a pair of words that confuse the son of Adam,0.38
ARQ-train-0578,بلادنا بلاد عجب,Our country is a wonderland, داتنا الصرف كل, Datna exchange every,0.34
ARQ-train-0579,رانا كامل معاك شمسو راك فور كمال هكدا,"Rana Kamel is with you, Shamso, see you for perfection like this", خويا شمسو جوكر بارك الله فيك هاو حقك خويا سلام," My brother Shamso Joker, may God bless you. Your right, my brother, peace",0.56
ARQ-train-0580,هاديك هي يقراو غير شهرين ولا تلاتة,They have been reading for more than two or three months, سليمة معليش نحبسو ما زالي خدمة للغدوة," Salima, it's okay to lock him up, I'm still serving lunch",0.19
ARQ-train-0581,مديتي ﭙﻮرتابلك ليماك,City Portable Limak, ايه هداك مديتهولها, What's wrong with you?,0.56
ARQ-train-0582,هاه امبعد مديتهالكم أنا تيعي سور,"Haha, I'm still here for you, I don't have a wall", لا كانت محطوطة عندي في البيت," No, I had it at home",0.56
ARQ-train-0583,مبروك عليك اختي ام وليد الله يخليك لينا,"Congratulations to you, my sister, Umm Walid, may God keep you safe", يعطيك الصحة على توضيح حبيبتي ام وليد," Thank you for your clarification, my dear Umm Walid",0.75
ARQ-train-0584,بصح عجبتني ليدي تاع لانترفاس امبعد لاﭘﺎل لداخل,"I really liked Lady Taaa for the entrance, after taking care of the inside", بيانسور ﭘﺎسكو ليكوموند واعرين باه واحد ﺳﺎﻣﭙﻞ يديرهم, Piñasor Pasco Lekomonde is managed by one Sambil.,0.5
ARQ-train-0585,كيما يقول المتل,As the proverb says, لازم نسهرو سليمة, We must stay up well,0.28
ARQ-train-0586,بديت نحفظ من ﻟﭙﺮوميار لوسون لي درناهم,I started memorizing some of the books by Bromaire Lawson that we learned, و أﭭﻮنسيتو في ﻟﭙﺮوميي تريماستر ولا لالا, And Aponcito in L'Brome Trimaster and La Lala,0.59
ARQ-train-0587,هاديك الطفلة لي شفتها,This is the little girl I saw, لي تسكن في كوبا, If you live in Cuba,0.56
ARQ-train-0588,بلعقل بلعقل,"With reason, without reason", يوما يوما, Day by day,0.56
ARQ-train-0589,قست النوار جاب فيها غير ليتاي الصغار مكانش أكبر,"The lights were hard to bring, except for my little ones, who were not older", نورمالمون تحت القش في الشتا تشري تاي كبيرة, Normalmon under the straw in winter is great,0.47
ARQ-train-0590,ڤولي لها أهدري برك اكي كي اخت,Tell her: I am wasting my blessings like a sister, انا ﭬتلو السح الطفلة ما تقراش, I killed the girl and she didn't read,0.38
ARQ-train-0591,على بالك بيا بلي نحبك,"Take care, yes, we love you", كي نهدر معاك أخزري فيا," So that we can waste with you, shame on me",0.5
ARQ-train-0592,صح وقتنا ماشي مليح ﭘﺮاﭘﻮر للمشاكل لي فيه و كلش,"Our time is fine, I'm fine with the problems I have and everything.", بصح بكري ما كانتش الدنيا ساهلة كيما وقتنا هادا, It is true that the world was not as easy as it is today,0.53
ARQ-train-0593,وش حوال المقرمد أداكا,What about the crusty Adaka?, تهنينا منو سمانة أداكا, Congratulations to Samana Adaka,0.5
ARQ-train-0594,يروحوا يحجوا لكندا ولا واش ؟,Are they going to perform Hajj to Canada or what?, كاين ناس يحبو يعيشوا في بلاد القانون, There are people who like to live in a country of law,0.41
ARQ-train-0595,ساعات التصاور من الستيليت ما توصلش مليحة,Hours of satellite photography are not good, في الدارجة مانڨولوش احصائيات مراد ولا لا سليمة, We don't know whether Murad's statistics are sound or not,0.44
ARQ-train-0596,نجيب الدوا,Najib Al-Dawa, ماراهيش محلولة, It is not solved,0.41
ARQ-train-0597,أنيس أقفل فمك أسكت,Anis shut your mouth shut up, هاتي أميرة لوخر شكرا," Thank you, Amira Locher",0.28
ARQ-train-0598,كون جيت من منال نوض نبكي,"When I came from Manal Nawad, we cry", حتى هي ڤالت لي تحبي توكليه, She even told me that she would like to hire him,0.44
ARQ-train-0599,پاپا يصلي في مسجد بلال,Baba prays in Bilal Mosque, إيه يصلي في مسجد بلال, What is he praying in Bilal Mosque?,0.91
ARQ-train-0600,أزرب وليدي، أزرب,"Azrab my son, Azrab", بشوية وليدي، بشوية," A little bit, my son, a little bit",0.81
ARQ-train-0601,شمسو ولا مليون,One sun or a million, كاينا خويا شمسو مانسوطيش, My brother Shamso won't forget,0.53
ARQ-train-0602,نعرف ناس ما عندهم حتى علاقة مع القراية وجابوه,We know people who don't even have a relationship with the village and they brought it, ماشي غير الباك مراد عادوا يجيبوا كلش وهما في ديارهم," Nothing but Bak Murad, they returned to getting everything while they were at home",0.62
ARQ-train-0603,نعرف وحدة كانت تسكن بحدانا بكري جابت غير البنات,"We know a woman who lived in our neighborhood early on, and she brought in nothing but girls", ﭬﺎلت لراجلها روح زيد ازوز بلاك يجيك طفل, She told her husband to go to Zaid Azuz and bring him a child,0.59
ARQ-train-0604,أومبعد حصلت ربع مياة ألف كل شهر مقدرتش,"After I got a quarter of a thousand water every month, I couldn't", وعلاش درتي هاكا من لول يا لمباصية," Why did you do this for a while, Llambasiya?",0.69
ARQ-train-0605,قال له بين لي بلي ربي كاين و انا ما نامنش بالقضاء و القدر,"He said to him, “Explain to me what a disaster my Lord is, and I do not believe in destiny or destiny.”", كيفاش تقولي هدا العبد مقدرة له يصرا له كيما هكا و  ما علاباليش, How can you tell me that this servant is destined to be treated like this and you don't care?,0.5
ARQ-train-0606,عاونينا شوية فريال حنا وحدنا ما ﻟقيناش روحنا,"Help us a little, Faryal. We alone did not find our soul", دوك نعيطلها دوك و نعاود نعيط لرفيقة نكونفرميلها, Let's give her a call and go back to crying to a friend who we're talking to,0.56
ARQ-train-0607,أنتي الكامرون ما حبوش يلعبو معانا,Cameroon doesn't want to play with us, ايه علاجال الدراهم قريتها في الشروق, What is the treatment for the dirhams I read in Shorouk?,0.53
ARQ-train-0608,ما يكفيكش الحال و ما يكفيكش الوقت,The situation is not enough for you and the time is not enough for you, و دوك هنا و سي بيزار, And Doc Hana and Si Bizarre,0.25
ARQ-train-0609,شحال راهي الساعة على قداش يبدا هداك الفيلم,What time do you think this movie starts?, على السبعة و لوخر تاني على تمنية, On the seven and another second on the wish,0.69
ARQ-train-0610,إنت عاطف أو رايح ﯾﻌﭭب السمانة الجاية,Are you passionate about or going to love the upcoming fat woman?, الكونڢوكاسيون تروحي تجيباها وحدك من عندهم, Go and get it from them alone,0.41
ARQ-train-0611,هاي ليك هادي تاع القصبة ما يعرفوها غير القدم,"Hey, these people don't know anything about the Kasbah except the foot", واعرة باش تلڨاوها بالصح حوسو عليها باش تهدرو," It is difficult, so you can read it correctly, so you can waste it",0.53
ARQ-train-0612,هدرة باباها هي اللي تمشي و الزواز راح يكون بالسيف عليا,Her father's waste is the one who walks away and the marriage will be with the sword on me, هدرت مع يوما باه تهدر معاه جربت بصح بلا فايدة," I wasted a day with him, I wasted a day with him, I tried it correctly to no avail",0.53
ARQ-train-0613,هه هايلة هاذي هه,"This is great, this is it", راح فيها شمسو, Shamsu went there,0.47
ARQ-train-0614,ﻟقى راحتو لهيك,He found his comfort like this, يقعد ولا يروح, He sits and does not go,0.5
ARQ-train-0615,ربي يعيشك,May God bless you, بلا مزية, No advantage,0.5
ARQ-train-0616,إيه صح بالصح يخرج مع لاڢاست تاعي أوسي,"What is true is true, it comes out with my Lavast Osi", ما تخافيش ما نديهولكش راني نهدر برك," Don't be afraid, we won't tell you that we'll waste your blessings",0.62
ARQ-train-0617,على الدم ڤولي لها نزوز بيك باش تكملي قرايتك و هي قبلت,"By blood, tell her to let her know you so she can complete your reading, and she accepts", امبعد زوز باها و ﭬﻠﻬم أي مرتي نقراها أنا واحد ما دخلو فاها," After I go to her and tell them, whichever wife we read, I am the only one who did not enter her mouth.",0.69
ARQ-train-0618,حسني غنـاه مـزال مــا ماتـش,Hosni Ghana is still not working, ربي يرحمك خويا حسني," May God have mercy on you, my brother Hosni",0.62
ARQ-train-0619,حتشي تمناي حاجة,You wish for something, لعقوبة لميات نسنا, For the punishment of Mayat Nesna,0.47
ARQ-train-0620,خليك من لافاك فيها مشاكل ياسر,"Stay away from any problems, Yasser", أوﻣﭙﻠﻮس كي تتخرجي ما ﺗﻠﭭﺎيش الخدمة," Omplus, in order for you to graduate and not complete the service",0.69
ARQ-train-0621,لوكان حفيظة تاني تسكن قدام ليليا,If another rage resides in front of Lilia at night, قولي لها برك فريال راني تاكلة عليك, Tell her that Faryal Rani's blessings are eating away at you,0.47
ARQ-train-0622,شيماء أمامك لي كمل يربع يديه ولا يجبد العجين يلعب بيه بهدوء,"Shaima, in front of you, continued to cross his hands and play with the dough quietly", و الله غير دبروها مازالو يلعبو بالعجين و القريصات و الخشيبات," I swear to God, other than those who managed it, they are still playing with the dough, the Quraisat, and the wood",0.44
ARQ-train-0623,سارة أي ڤالت لك ماما أو طاب,"Sarah, I said to you, Mama, or good luck", هنا سارة كانت تغسل في ﻟﭭﺮابج تاع النحاس, Here Sarah was washing in a copper cloister,0.44
ARQ-train-0624,ما تقدرش تهرب  تلقاه قدامك,You can't run away and find him in front of you, قادر يهبط لك هدي كامل دهب, He is able to bring you a gift in full Dahab,0.38
ARQ-train-0625,نسيت وش كنت ﺣا ﻧﭭﻮل,I forgot what I was talking about, سارة اعطيني الباطا تاع السكر," Sarah, give me the sugar potato",0.31
ARQ-train-0626,الخبز مسوس,The bread is spoiled, ما نضنش, We don't think so,0.22
ARQ-train-0627,رجعلي ڤالي لا پاسكو ما عندوش الوقت و يپريپاري في دوكتورا و راح يسوتني و كدا و ما عندوش الوقت,"He came back to me in Pasco, he doesn't have time, and he's buying me a doctorate, and he's going to do me something, and so on, and he doesn't have time.", بعتلو انا ميساج ڤتلو موسيو ما فهمتش وعلاه انسيستيتي و نتا عامبالك بلي عندك خدمة و ما تقدرش," I sent him a message and he told me that I didn't understand it, and why are you in my organization and you don't care if you have a service and can't afford it?",0.69
ARQ-train-0628,والله ما على بالي لقيتيني حايرة,"I swear to God, I don't think you found me confused", عندي شوية سلق نديره و خلاص, I have some chard to make and that's it,0.38
ARQ-train-0629,أنا السمانة الجاية عندي عرس وليد عمتي راني نخمم في النهار اللي يروح هكاك,I'm the fat woman coming to my aunt's son's wedding. I'm going to be thinking about the day that goes by like this., سمعت بالطيارة تاع دزاير باريس الي راحت و فيها خمس عباد زايدين, I heard about the plane from Desire Paris that left with five extra servants,0.34
ARQ-train-0630,الجمعة انا اني في الطريق,Friday I'm on my way, أسما اخطيني يزي بلا ﺣﭭﺮة," Asma, write to me without hesitation",0.28
ARQ-train-0631,و نا ﻣا ڤال ليﺶ نعيطلو ڤال لي عيطلو وحدك,"And he didn't say why should we delay it? He said to me, why should we delay it alone?", أﭘرامو غاضاتو كي عطاه كلمة و امبعد دار في حالو, Abramo got angry and gave him a word and then left alone,0.5
ARQ-train-0632,عندي شوية سلق نديرها و خلاص,I have some chard to make and that's it, هاه وش فاها وش خصو السلق," Ha, what's wrong with her, what's the chard's side?",0.72
ARQ-train-0633,ويدة تهدر غير معاك انت,A hand that wastes nothing but you, تقرا مع ويدة اخت نورة," Reading with Waida, Noura's sister",0.59
ARQ-train-0634,صبيحة تاع عزابة,A single morning, ياخي حكيتلك عليها," Brother, I told you about it",0.59
ARQ-train-0635,يحب ولدو يهز عليه,He loves his son rocking him, عيط لك تاع الكباش," Shame on you, the Rams",0.41
ARQ-train-0636,برهان ما حبش يهز وش بيه ادا,Burhan didn't want to shake anything, الزهر مكانش هنا و نا وعلاه كتبتو," The dice were not here, but you wrote them on top of them",0.22
ARQ-train-0637,تشري من عندو قرعة تاع الرجال حرة خلاه تڤعد,You can buy a free lot from a men's lottery and let him stay, هاه كيما تحب أو يعطيك هو كاتالوﭪ و أنت تخاير," So, whatever you like or he gives you a catalog and you choose",0.59
ARQ-train-0638,على بالك تلات حلقات و حنا نبكيو,Think about three episodes and we will cry, ﭬالوا لي ظهر باباه يتاجر في لادروڤ, They told me that his father appeared trading in Ladrov,0.47
ARQ-train-0639,شكرا ام وليد ربي يحفضك,"Thank you, Umm Walid, may God protect you", يعطيك الصحه ام وليد جام, May God bless you with good health,0.75
ARQ-train-0640,من وقتاه,Since its time, من اليوم, from today,0.78
ARQ-train-0641,أنا قلت له قبل الطفلة ما تقراش,I told him before the child did not read, قالت له واش راح نقول لك تسمى عييت," She said to him, “What will we tell you about her name?”",0.31
ARQ-train-0642,هاه باش يوكلك واحد منهم,He will appoint one of them to you, شفتي لافوطو ليكونتي بكري مخبيتها, Lavoto's lips are hidden,0.19
ARQ-train-0643,يارب اعمي مصر,"Oh God, blind Egypt", يارب تبت ڨاواوي," Oh God, please make me happy",0.62
ARQ-train-0644,سادﻳﭙﻮن الخدمة اللي تخدمي فيها اسوكو يخليوك تقراي ولا لا,"Whether the service you serve in, Asuku, will let you read or not", ﭘﺎسكو البيولوجي وعلاه البيولوجي نروح نخدم في حاجة حتى عند الفارماسي, We go to serve any need even at the pharmacy,0.44
ARQ-train-0645,يعطيك الصحة باينة بنينة غدوة انشاء الله نسييها,"May God bless you with good health tomorrow, God willing, we will forget it", الله يبارك طاطا ام وليد الله يعطيك الف صحة," May God bless Tata or Walid, may God give you a thousand health",0.75
ARQ-train-0646,صح مولدك ام وليد,"Your birth was correct, Umm Walid", هايلة ام وليد ربي يحفظك," Haila Umm Walid, may God protect you",0.72
ARQ-train-0647,ما نعرف علاه دارو فيه الصوت,We don't know why it has sound, باش يفضح العبد كي كون يسجل فهمتي, I want to expose the slave so that he can record your understanding,0.5
ARQ-train-0648,قالك ما يقدرش يدخل فيك سادﻳﭙﻮن إيمانك,He told you that those who lose your faith cannot enter into you, لالا ماشي إيمانك ما يقدرش يسكنك," No, no, okay, your faith cannot calm you down",0.66
ARQ-train-0649,ايه رانا تهنينا,"Congratulations, Rana", راكم لاباس مالا, It's okay to have money,0.44
ARQ-train-0650,ان شاء الله كامل جماعة الباك يجيبوه,"God willing, the entire group will answer it", خساني راجل الرجال قلال يعطيك صحة خساني," Khasani, man of men, may God give you good health",0.28
ARQ-train-0651,و بقدرة ربي ﻟﭭﻴﺖ في الغلاف تيعه لادراس تاع اللي نشر الكتاب بعتله برية باه ندومندي الزيادة بعتوا لي وش حبيت,"By the power of God, I wrapped it in the cover to study. The one who published the book sent it to me, and they sent me the extra money. What did I like?", رحت للسونتر الإسلامي و شهدت و بدلت اسمي كيما اسمك خاطرماكش أدي مزيتك بعد ربي سبحانه و درك نجي لمكة نحج نشا الله," I went to the Islamic Center and took my testimony and changed my name to yours, Khatermaksh. I will do your best after my Lord, Glory be to Him, and realize that we will come to Mecca and perform Hajj, God willing.",0.47
ARQ-train-0652,كيما ظ ض,As a result, لا مشني داكور," No, I don't care",0.38
ARQ-train-0653,في لي صال الناس تفرغ زعافها في الشطيح برك,"In my hall, people empty their horns into the pools", هداك واش عندنا كاش ما كاين حاجة اخرى," This is what we have in cash, nothing else",0.44
ARQ-train-0654,أنا داير هاد القمجة  تاع الغنا,I love this hat of singing, لاشين يجيبو منها الصباط  ؟, What do the officers get from it?,0.44
ARQ-train-0655,امبعد ڤالت لي طاح علاها الباب,Then she told me that the door fell on her, بلعقل ڤالت لي شفتي منا الباب," With reason, she told me that she saw the door from us",0.75
ARQ-train-0656,أسامة وعلاه غلطت و قلتلها الهدرة هادي,Osama and Ala made a mistake and I told her that this was a joke, أنا قلتلها ﻟﮭﺎ عندي ست شهر, I told her that I have six months,0.66
ARQ-train-0657,هكا انوعو كيما قال كمال,This is what Kamal said, تحبي بزاف تبدلي الألوان سليمة, You like to change colors very much,0.44
ARQ-train-0658,خالتي زينب أي عدات عند كوكة,My aunt Zainab is waiting for Koka, آه سور أيا مالا تهلاي أ سهام, Ah sur aya mala tahlay a siham,0.34
ARQ-train-0659,اونديري جامعة,Onderi University, ايه صح," Yes, it is correct",0.53
ARQ-train-0660,يومين قبل العيد الكبير,Two days before the Great Eid, ايه قبلو قدقد ازوجت," Oh, before I got married",0.47
ARQ-train-0661,ما تشوفش القرعة أديكا القرعة أي تتعمر أم يتباعو,You don't know whether the lot will be drawn whether it will be drawn or whether it will be followed, أها أني عابالي و تتعمر بخمسة و عشرين نلف," Oh, I'm a slave, and you can live for twenty-five pounds",0.62
ARQ-train-0662,خطرة دارولهم معرض تاع اجادارميا جابو لكلاب أدومكا تاعهم,It is dangerous to bring them to the Agadarmiya showroom for their Adumka dogs, وحد الكلب ﭬﻠﻬﻢ مولاه ڤيسوه العبو معاه ما يديرلكم والو," The dog is the only one who has his master, take him, play with him and he won't give you anything else",0.41
ARQ-train-0663,أنا مزلت ما رحتش غدوة نشالله,"I still haven't gone in the morning, God willing", سليمة ياخي آكي كل يوم تدي الكرپوس," I am healthy, my brother, and I suffer from heartburn every day",0.25
ARQ-train-0664,والله ما على بالي ﻟﭭﻴﺘﻴﻨﻲ حايرة,"I swear I don't care, I'm so confused", عندي شوية سلق نديرها و خلاص, I have some chard to make and that's it,0.34
ARQ-train-0665,نطلع آه,Let's go oh, تطلعي وحدك, Look alone,0.81
ARQ-train-0666,ايه و عرف بلي حب ﻳقتل خوه,"Oh, and he knew that he loved killing his brother", حط الحراسة على ياسمين بلاك غدوة يروحلها للدار, He placed a guard on Yasmine Black tomorrow and took her home,0.5
ARQ-train-0667,داخلة فالتسويق سورمو,Involved in marketing Surmo, بصح مشني فاهمتها," Honestly, I didn't understand it",0.41
ARQ-train-0668,لالا ما مشاتش,"No, no, don't walk", هاي جات إرور, This is the error,0.81
ARQ-train-0669,أيا السلام عليكم في الامان,May peace be upon you. Stay safe, والله جون هايل مصلي تقي, I swear John Hale is a devout prayer,0.22
ARQ-train-0670,بصح صح تهبل مكانش زيها في عنابة كاملة,"True, true, there is no place like it in entire Annaba", قست النوار جاب فيها غير ليتاي الصغار مكانش أكبر," The lights were hard to bring, except for my little ones, who were not older",0.47
ARQ-train-0671,دبر عليا ولد عمي نشري له مصحف ولا كتاب يهدر على الإسلام,My cousin decided to buy him a Qur’an and no book that was devoted to Islam, الغذوة كيما رحت باه نشوف وش نشري له ﻟﭭﻴﺖ كتاب يهدر على الإسلام بلوﻧڤلي," When I went to lunch to see what we could buy for him, I wrote a book that babbled about Islam in a dark way.",0.62
ARQ-train-0672,الله يبارك يعطيك الصحة,May God bless you and give you health, يعطيك الصحة ياام وليد, May God bless you with good health,0.81
ARQ-train-0673,يا صح أي منال كانت تم,"Oh right, Manal was done", كون جيت من منال نوض نبكي," When I came from Manal Nawad, we cry",0.44
ARQ-train-0674,ﻳﭭﻮلهم أدي مستحيل تكون تقرا في الجامعة,He tells them that it is impossible for you to read at university, ها هي أدي هي جامي ﻧﻠﭭﻰ الحل, Here's the solution,0.38
ARQ-train-0675,هنا واحد ما يعرف حكايتك,Here someone knows your story, نبقاو مخبيين هنا و خلاص, We stay hidden here and that's it,0.56
ARQ-train-0676,زاد رﭬﺪ مرة أخرى حلم بمرته تڨول له توله بولدك,Zad Ravid once again dreamed of his wife telling him to take care of your child, ناض مخلوع مره واحد اخرى و سقسى مرته على الطفل, A grown-up was deported once again and his wife was cruel to the child,0.59
ARQ-train-0677,جيبنا الخبز,We brought bread, تعارك معاه, Fight with him,0.16
ARQ-train-0678,وصل الوقت وين التيليفون يشعل وحده,The time has arrived when the phone turns on by itself, درك يقولولو واش تهدر هيا و سيبون, They tell him what are you wasting and they will leave,0.34
ARQ-train-0679,انس خويا نتا فور,Anas Khoya Nta4, الله يرحمك يالشاب عقيل," May God have mercy on you, young man Aqeel",0.31
ARQ-train-0680,كيما تعرفي مكانش جديد,So that you know where there is new, وشراهي لولو وش مدايرة, And I bought Lulu and what I managed,0.53
ARQ-train-0681,لا هو ما داروش في لافاك,"No, he didn't go to Lavak", و ڤاعد يقرا في الجامعة الليلية, And he started reading at night university,0.56
ARQ-train-0682,يعطيك الصحة ديما فور,May God bless you with good health, روعة ام وليد يعطيك الصحة," The beauty of Umm Walid, may God bless you",0.72
ARQ-train-0683,رشيدة رشيدة أنا الطاهر، ماتتقلقيش راني معاك,"Rashida Rashida, I am pure, don't worry, I am with you", فهميني دبري عليا واش ندير يا بنتي," Tell me what to do, my daughter",0.44
ARQ-train-0684,الجزاير ما نكرهاش نكره العوج اللي فيها,"We don't hate Algeria, we hate the crookedness in it", العوج هاداك كامل كرهناه بالصح واش نديرو, This is all crookedness. We hated it. What should we do?,0.84
ARQ-train-0685,ربي يحفضك خويا لطفي,"May God protect you, my brother Lotfi", راك ديما فور خويا لوطفي, Rak Dima for my brother Lotfi,0.78
ARQ-train-0686,لوسات لوسات ديسمبر,Losat Losat December, ايه مكانش مشكل, No problem,0.44
ARQ-train-0687,العوج هاداك كامل كرهناه بالصح واش نديرو,This is all crookedness. We hated it. What should we do?, نتفسو برك ساعة ساعة ونولو ماراناش راح نهربو," We'll fight hour by hour, and if we don't get married, we'll run away",0.47
ARQ-train-0688,كان لازم عليه يفهم التام تاعه,He had to understand it completely, إيه إيه حنا هدي درناها ﻓﻠﻴﻜﺴﭙﻮزي," Eh, eh, we made it Flexoose",0.28
ARQ-train-0689,لحمي تشوك مانسوطيش,Meaty chuck mansoutish, كنت هايل شمسو, I was very excited,0.47
ARQ-train-0690,ڤال لي وش ديرتيهم ولا لا ﭬتلو ما لبستهمش,He asked me: Did you wear them or not? He told me I didn't wear them, ڤال لي وعلاه ما درتيش الكوراج باه تلبسيهم, He told me why you didn't know how to wear them,0.72
ARQ-train-0691,يعني دير قدر لروحك أي حتشي أدي,"I mean, make a destiny for your soul, i.e. Hashish Addy", تلتطاش نلف فنجان قهوة ما تشريهلوش," Don't miss a cup of coffee, don't buy it",0.31
ARQ-train-0692,لسانك طويل، نتايا,"You have a long tongue, Nataya", أسمعي ما خلصتينيش," Listen, you haven't finished with me",0.34
ARQ-train-0693,هاه راجلها أو واحد جون كيما راحو يصليو الفجر مات,Her man or one of John died while they were going to perform the dawn prayer, تسمى أدا لحمدو الله تختمتلو صلى الفجر مات تسمى رحمتك ياربي," It is called Ada, Hamdoullah, you finish reciting the Fajr prayer. It is called Your Mercy, O Lord",0.78
ARQ-train-0694,آه بدات تعطيهم في السم تحطلهم فيه في الما كون تشوفيهم تعطيهم البيبرون,"Oh, she started giving them poison, putting them in it whenever she saw them, giving them pepperon", يروحو يشربو و ما عامبالهمش بلي ڤاعدين يتسمو حرام علاها و الله حرام علاها," They go drinking and don't care about the margins, but they keep drinking something that is forbidden for her, and God is forbidden for her.",0.5
ARQ-train-0695,شوفي ادا وش فهم في الكور,Look at what they understand about football, مكانش ليريد و الشيب يتغطاوا بالصبغة, He didn't want the gray hair to be covered with dye,0.38
ARQ-train-0696,وين راه يحيا,Where did he see him live?, راه مع الأولاد, See him with the kids,0.59
ARQ-train-0697,واش راكي ديري,What's wrong with you?, درتي راس الحانوت, You made Ras El Hanout,0.5
ARQ-train-0698,في وقتنا عشنا الدقيقة بديتاي و كل حاجة تصرا لنا قصة و فيلم مسجل و ألف حكاية و رواية,"In our time, we lived every minute of my beginning, and everything became for us a story, a recorded film, a thousand stories and novels", كنت تما صغيرة و ما كنتش أصلا نعرف قضية الدار بصح كنت نحب نشوف بنت الجيران كي تنشر في الحوايج," I was young and didn't even know the issue of the house, but we loved to see the neighbor's girl so she could publish it in the neighborhoods.",0.44
ARQ-train-0699,يهوا عندهم ياسر السباط شريتو في اﻟڢاكونس تاع الشتاء,They have Yasser Al-Sabbat Sharito in the vacancies this winter, و أدوما امبعد بصح كل مرة تصب النو ما نلبسهمش," And it's always true that every time we pour water, we don't wear it",0.72
ARQ-train-0700,أسمعي و ش بيها ما عرضتش طاطا,"Listen, what's wrong with her? She didn't offer a potato", أي رايحة دوك دوك راهي خارجة," I'm going out, Doc, Doc, I'm going out",0.44
ARQ-train-0701,حاتان ديت الباك و عطاوني الورقة تاع باه نخاير و شفتم لحوايج لي نجم نديرهم و حطيتها هي لپروميي شوا تاعي,"Hatan Det Al-Bak and they gave me the paper with his nose, and you saw the bags that I had a star that we could manage and put it in for my promo.", على بالك أصلا لوخرين مكانش عندي عليهم أي فكرة پارايڤزومپل كونتابيليتي ڤلت ايا نعمل انفورماتيك و العمال على ربي," In fact, for others, for whom I had no idea, I decided to do information, and the work is up to God.",0.56
ARQ-train-0702,امبعد تفكر خوه ڤعد يروح و يجي أونديري ينعتلو كيفماه يسوطي حتان سوطا معاه خوه و هربو,"Don't think about it, his brother kept going and coming and wearing his own shoes. He even whipped a whip with his brother and he ran away.", راحو يجريوا يجريوا في الغابة حتان طاحو في أمهم عرفوها بودنها يخي ضربها الملك برصاصة," They started running in the forest until they stabbed their mother. They knew her by her body, but the king hit her with a bullet.",0.56
ARQ-train-0703,و ڤالت لي مزلنا ما كملناش مع مراد ﭬﺎلنا سامي مادا بيكم أنا تانا أخطبولي,"She said to me, “We still haven’t finished with Murad.” Sami asked us, “What’s wrong with you? I’m engaged to you again.”", ﭬﺘﻠﮭﺎ سامي من بكري حاب يفرز روحو غير كان مراد جايو في الطريڤ, Sami killed her from early in the morning. He wanted to separate his soul if he didn't want to come in the funny way.,0.62
ARQ-train-0704,واش شفتيها,What are her lips?, ما شفتهاش, I haven't seen her,0.88
ARQ-train-0705,ماشي هكا   ماشي قضية ديكونكور,"Okay, okay, the Deconcourt case", واش معناها سي سي اف؟  صح, What does CCF mean? correct,0.38
